Total_Stops,Price,journy_of_month,journy_of_day,Dep_Time_hour,Dep_Time_minute,Arrival_Time_hour,Arrival_Time_minute,duration_hour,duration_minute,Route1,Route2,Route3,Route4,Route5,Airline_Air Asia,Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Jet Airways,Airline_Jet Airways Business,Airline_Multiple carriers,Airline_Multiple carriers Premium economy,Airline_SpiceJet,Airline_Trujet,Airline_Vistara,Airline_Vistara Premium economy,Source_Banglore,Source_Chennai,Source_Delhi,Source_Kolkata,Source_Mumbai,Destination_Banglore,Destination_Cochin,Destination_Delhi,Destination_Hyderabad,Destination_Kolkata,Destination_New Delhi
1,8066,1,4,9,35,21,5,11,30,2,14,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,6493,3,6,15,10,20,0,4,50,3,6,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2,8534,3,15,17,0,22,55,29,55,0,20,27,6,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,13344,6,6,5,30,12,35,7,5,3,4,4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,12395,6,3,14,40,9,25,18,45,1,14,13,13,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2,12436,3,6,12,55,19,15,30,20,3,29,4,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,6938,9,6,14,20,22,30,8,10,3,20,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,4460,3,4,20,45,23,20,2,35,2,5,29,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,6461,3,24,17,15,19,45,2,30,2,5,29,13,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,7870,12,6,14,25,19,35,5,10,3,7,6,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,12395,6,3,11,55,22,55,11,0,1,14,13,13,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1,8372,6,27,9,0,19,15,10,15,3,7,6,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,8529,12,6,14,5,18,15,28,10,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,6857,9,6,6,50,10,30,3,40,2,2,3,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,4668,1,5,11,30,14,20,2,50,0,13,29,13,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
0,3100,3,5,21,5,22,25,1,20,1,19,29,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,4991,4,27,9,30,12,20,2,50,0,13,29,13,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,4804,6,5,15,15,17,45,2,30,2,5,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,11134,3,24,8,25,20,40,12,15,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,7363,3,21,17,0,1,35,8,35,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,2227,1,4,20,5,21,40,1,35,1,19,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2,13559,5,21,9,35,12,35,27,0,3,21,4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,9646,9,6,9,45,22,30,12,45,3,20,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,6526,5,27,7,30,21,0,13,30,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,8040,6,24,8,45,10,15,1,30,1,19,29,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2,15129,1,5,9,40,12,35,26,55,3,28,4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,5636,4,21,2,0,7,25,5,25,3,33,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,5678,6,15,2,55,4,20,1,25,1,19,29,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,17198,1,3,13,50,18,40,28,50,0,15,8,13,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,16287,9,3,8,0,19,45,11,45,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,9476,9,3,5,35,10,10,4,35,3,32,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2,13007,9,6,9,25,5,25,20,0,2,7,0,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,7514,5,27,7,35,22,30,14,55,3,20,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,5618,6,3,15,10,17,45,2,35,2,5,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,3911,6,5,8,20,10,35,2,15,4,8,29,13,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,4823,5,18,20,0,22,50,2,50,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2,11752,9,6,9,25,13,45,28,20,2,7,7,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,14571,9,6,20,0,12,0,16,0,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,8372,9,6,20,0,19,15,23,15,3,7,6,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,3971,4,24,5,55,8,35,2,40,0,13,29,13,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,10262,12,6,22,50,4,25,5,35,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,3597,6,5,13,15,15,35,2,20,4,8,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,12436,9,6,12,55,19,15,30,20,3,29,4,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,14714,6,6,13,0,19,0,6,0,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,12898,5,21,19,45,12,35,16,50,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,12287,3,24,11,15,18,15,7,0,2,23,3,13,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,7189,5,21,21,50,3,35,5,45,3,32,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,6961,5,21,17,0,19,50,2,50,0,13,29,13,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2,15292,3,24,13,55,23,15,33,20,2,23,9,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2,10368,1,6,5,30,19,0,13,30,3,28,4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2,13292,6,6,21,25,19,0,21,35,3,21,4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,9064,9,3,6,10,23,0,16,50,3,6,6,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,14388,5,18,21,10,9,20,12,10,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,4423,12,6,5,55,8,35,2,40,0,13,29,13,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2,8839,1,5,17,15,9,25,16,10,3,20,22,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,9870,5,24,17,0,23,25,6,25,2,14,3,13,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
2,12819,6,27,23,5,19,0,19,55,3,0,4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,7670,5,15,19,0,1,30,6,30,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,8066,9,5,20,25,10,55,14,30,2,14,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2,16697,6,3,5,5,16,55,11,50,1,16,24,9,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,5684,12,6,15,0,1,30,10,30,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,11200,1,6,11,25,19,0,7,35,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,13759,3,24,21,10,20,40,23,30,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,5694,3,24,13,0,15,50,2,50,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,12371,1,3,6,40,10,25,27,45,0,0,8,13,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,6573,9,4,16,0,1,30,9,30,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,6393,6,3,6,0,13,20,7,20,3,0,6,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,5224,6,6,11,30,14,5,2,35,2,5,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,5198,9,5,17,45,20,45,3,0,0,13,29,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,13941,5,21,21,10,4,40,7,30,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,6300,3,15,9,30,12,5,2,35,4,8,29,13,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,12609,6,24,9,35,12,35,27,0,3,21,4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,13587,3,6,9,0,21,0,12,0,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,13587,6,24,13,0,21,0,8,0,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,10262,6,27,10,0,12,35,26,35,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,16439,6,3,10,0,19,15,9,15,3,7,6,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,14781,5,21,14,5,22,35,8,30,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,10262,3,6,19,45,12,35,16,50,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,10844,5,24,14,5,18,15,28,10,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,4823,6,15,18,25,21,20,2,55,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,5911,9,4,17,0,19,50,2,50,0,13,29,13,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,13377,6,24,13,0,1,30,12,30,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,6145,3,27,7,10,22,20,15,10,3,20,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1965,6,27,22,45,0,15,1,30,1,19,29,13,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,6442,3,27,7,35,16,10,8,35,3,20,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,13941,6,5,16,30,16,20,23,50,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,13002,3,3,6,10,23,0,16,50,3,6,6,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,8907,6,24,13,30,23,0,9,30,3,6,6,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2,14657,5,27,9,35,12,35,27,0,3,21,4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,3873,6,5,22,20,0,40,2,20,2,5,29,13,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,14781,5,21,14,5,23,35,9,30,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,5228,6,18,21,5,23,55,2,50,0,13,29,13,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,7652,9,3,5,50,8,40,2,50,0,13,29,13,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,7229,3,24,8,20,11,15,2,55,0,13,29,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,4226,1,5,6,20,10,20,4,0,2,33,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,12373,9,5,20,55,19,0,22,5,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,6860,3,15,8,30,11,30,3,0,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,10844,5,24,16,30,12,0,19,30,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,12373,5,18,15,0,12,35,21,35,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,4238,3,24,1,30,4,15,2,45,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,13502,3,3,8,0,5,5,21,5,0,7,8,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,10953,6,5,20,25,23,35,27,10,2,14,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,3782,3,21,22,50,1,20,2,30,2,5,29,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,14781,12,5,14,5,19,50,5,45,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,4804,6,6,20,25,23,10,2,45,2,5,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,6860,3,3,20,30,23,20,2,50,0,13,29,13,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,6117,5,24,9,10,4,40,19,30,2,2,14,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,8016,6,15,15,15,18,10,2,55,0,13,29,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,6216,6,21,6,0,9,10,3,10,3,10,29,13,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,8016,12,6,6,0,8,45,2,45,0,13,29,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,11087,3,18,22,50,10,25,11,35,0,7,8,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,5678,5,18,7,5,8,30,1,25,1,19,29,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,7229,9,5,11,10,14,5,2,55,0,13,29,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,6860,3,3,7,10,10,5,2,55,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,10407,5,27,8,0,19,0,11,0,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,13797,6,24,7,5,21,0,13,55,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,6961,6,24,6,10,8,55,2,45,0,13,29,13,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,10624,9,5,17,0,23,35,6,35,2,14,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2,14300,6,15,12,15,4,25,16,10,3,1,4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,5418,3,24,17,45,20,5,2,20,4,8,29,13,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,15129,5,18,5,30,4,25,22,55,3,28,4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,3543,6,18,8,20,10,35,2,15,4,8,29,13,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,1965,6,21,13,15,14,45,1,30,1,19,29,13,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,4282,6,5,4,55,7,45,2,50,0,13,29,13,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2,14508,6,5,7,0,10,0,27,0,2,14,27,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,5162,12,5,6,50,10,30,3,40,2,2,3,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,10262,12,6,19,15,19,0,23,45,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,15237,9,3,7,0,19,45,12,45,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,12524,1,6,11,40,19,0,7,20,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,10844,5,18,18,55,19,50,24,55,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,5092,3,21,11,50,13,0,25,10,0,33,8,13,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,8309,5,18,9,15,19,15,10,0,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,4106,9,4,7,25,13,20,5,55,3,0,6,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,14151,9,6,9,35,10,55,25,20,2,14,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,5177,6,4,2,15,12,35,10,20,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,10844,5,21,14,5,20,45,6,40,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,4823,5,18,16,55,19,55,3,0,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,10262,9,6,17,30,19,0,25,30,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2,13381,5,21,20,15,19,15,23,0,3,9,4,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,4332,1,5,11,35,14,0,2,25,4,8,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,26890,1,3,5,45,18,25,12,40,0,7,8,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,12803,5,15,10,55,7,40,20,45,3,16,4,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,8529,12,6,14,5,16,20,26,15,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,3873,3,4,9,0,11,25,2,25,2,5,29,13,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,10844,6,6,8,25,16,20,7,55,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,6144,3,5,19,50,22,50,3,0,0,13,29,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,7229,1,5,11,10,14,5,2,55,0,13,29,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,12767,3,21,7,5,18,50,11,45,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,7229,6,5,15,15,18,10,2,55,0,13,29,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,7354,12,6,11,25,19,15,7,50,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,4049,5,21,9,10,10,40,1,30,1,19,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,13377,5,27,11,30,1,30,14,0,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,6144,3,15,10,10,13,0,2,50,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,8266,5,15,6,0,19,15,13,15,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2,10975,5,15,7,5,9,25,26,20,3,20,22,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,12192,6,15,7,0,19,0,12,0,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2,12273,3,27,6,20,19,45,37,25,3,24,4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,26890,1,3,14,5,0,45,10,40,0,7,8,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,15136,6,3,16,0,1,35,9,35,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,10262,9,6,7,5,12,35,5,30,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,10262,3,6,17,30,19,0,25,30,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,2228,3,24,15,50,17,20,1,30,1,19,29,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,3597,6,27,19,35,21,55,2,20,4,8,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,3841,5,15,6,55,9,30,2,35,2,5,29,13,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,9899,12,6,16,30,23,35,7,5,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,13587,9,6,2,15,11,30,9,15,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,4409,9,6,19,55,22,25,2,30,2,5,29,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,2227,6,5,21,20,22,50,1,30,1,19,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,4937,3,3,6,20,7,40,1,20,1,19,29,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,9319,3,24,5,35,11,20,5,45,2,7,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,14151,12,5,9,35,18,0,8,25,2,14,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,14714,9,6,13,0,19,0,6,0,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,7229,3,5,17,45,20,45,3,0,0,13,29,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,11982,3,5,17,45,20,5,2,20,4,8,29,13,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
0,4990,12,4,18,25,21,20,2,55,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,9103,5,21,10,35,19,0,8,25,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,6300,12,3,9,30,12,5,2,35,4,8,29,13,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
